app_id,user_id,trackinglink_count,DA_count,SA_count,unique_channel_count,channel_entropy,last_touch_is_da,latency,recency,recent_touch_pressure,touch_per_latency_hour,last1h_touch_count,recent_24h_ratio,click_ratio,impression_count,is_single_touch_install,product_viewed_count,user_signin,product_addedtocart,deeplink_open,home_viewed,addtowishlist,onboarding,user_signup,total_events,n_event_types,assigned_trigger,is_random,modal_clicked,first_session_purchase,d3_purchase,d3_churn
ablog,rct_00000,2,0,1,1,0.7715619039192612,0,55.53287318504816,11.08760826361384,3.1032914903468276,0.6769882287700303,1,0.789425677281951,0.283814537356311,8,1,3,1,0,0,1,0,0,0,5,5,price_appeal,1,0,0,0,0
ablog,rct_00001,1,1,2,1,0.6706908710025059,0,215.22414455232803,1.702960041934442,2.6702326508993295,0.3134301783282509,1,0.7669267996435788,0.5905403542966627,9,0,5,1,0,0,0,0,1,0,13,5,control,1,0,0,0,0
ablog,rct_00002,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,1,8,3,social_proof,1,1,0,0,0
ablog,rct_00003,3,3,0,3,0.4881228389149781,0,21.611006708807857,21.101647676347763,0.6485127304759488,0.1544754497656134,1,0.8837483985091238,0.2854746842918201,3,0,0,1,1,0,0,0,0,0,10,1,novelty,1,0,0,1,0
ablog,rct_00004,1,5,0,2,0.2150465701713388,0,9.118630224365448,26.528711716378467,0.4658366262938834,0.0362519707905945,3,0.8716059947788685,0.317632113648831,5,0,2,1,0,0,1,0,0,0,13,3,social_proof,1,0,0,0,0
ablog,rct_00005,1,1,0,4,0.573030971736646,0,12.03438269574525,2.776497173894872,2.4932906546789972,0.2575898037858996,1,0.663753864018589,0.4898621239185313,8,0,4,0,0,0,1,0,0,0,7,2,control,1,1,0,0,0
ablog,rct_00006,2,1,1,1,0.2707790542533761,0,1.242216487733892,2.186626500314503,0.7599108985727654,0.1541442868616156,1,0.9616706084380576,0.223124722039062,8,1,2,0,0,0,1,0,0,0,5,1,novelty,1,0,0,0,1
ablog,rct_00007,3,2,3,2,1.541607857966041,1,54.00009045117572,15.977040621764406,2.2845629515882835,0.6063526140892227,1,0.5144739247342387,0.2530404947761887,4,1,5,0,0,1,0,0,0,1,5,5,novelty,1,1,0,0,0
ablog,rct_00008,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,10,2,control,1,0,0,0,1
ablog,rct_00009,6,3,1,1,1.5444383464206668,0,8.447769816109876,16.150551482737978,0.5009495225169,0.0374304966515425,0,0.3758508286447037,0.2305805981557277,11,0,0,0,0,0,1,0,0,0,8,1,novelty,1,0,0,0,1
ablog,rct_00010,3,0,1,1,0.6893877069420357,1,21.56454057606159,1.5952685189102904,0.2912559624697721,0.1374785245226236,1,0.9079243361557066,0.4574005414625602,11,1,0,0,0,0,0,0,1,1,7,3,price_appeal,1,1,0,0,1
ablog,rct_00011,1,1,2,1,0.2678865576119599,0,35.14431225633382,9.244864634556738,0.2333470981731098,0.2308370736432692,1,0.910406644927575,0.477214007742627,4,0,5,1,0,0,1,0,0,0,7,2,control,1,1,0,0,0
ablog,rct_00012,2,1,0,3,0.3537802851909515,1,41.405143469584246,26.755560026236545,1.1343416556325392,0.6567535339617498,0,0.854312510877495,0.4646942085526076,10,0,0,0,0,1,1,0,0,0,8,5,novelty,1,0,0,0,1
