app_id,user_id,trackinglink_count,DA_count,SA_count,unique_channel_count,channel_entropy,last_touch_is_da,latency,recency,recent_touch_pressure,touch_per_latency_hour,last1h_touch_count,recent_24h_ratio,click_ratio,impression_count,is_single_touch_install,product_viewed_count,user_signin,product_addedtocart,deeplink_open,home_viewed,addtowishlist,onboarding,user_signup,total_events,n_event_types,assigned_trigger,is_random,modal_clicked,first_session_purchase,d3_purchase,d3_churn
ablog,w_0000,4,3,0,1,0.4211803770507468,1,139.34434988650926,8.038090222602905,4.538157233709591,0.1303841895758684,0,0.4862558457222314,0.442943762806667,9,0,6,1,0,1,1,0,0,0,8,1,novelty,0,0,0,1,0
ablog,w_0001,3,0,1,5,0.5319849082613051,0,5.105434740194172,13.36858803738344,1.5416751967060274,0.2204770383628238,0,0.8366308612997381,0.1591435998794627,10,0,3,1,0,0,1,0,0,0,10,4,scarcity,0,1,0,1,0
ablog,w_0002,5,2,0,1,0.9211734829341884,1,29.780277808228508,2.504868293379719,0.5467039486075075,0.0273602186028496,1,0.3251703412082705,0.5701446283903887,8,0,2,1,0,0,0,0,0,0,15,4,social_proof,0,0,0,0,0
ablog,w_0003,1,1,0,3,0.4881118942271841,0,137.72962519672976,21.046160751882212,0.0224935413988071,0.1895049020303303,1,0.8710748336349016,0.3335528179489188,5,0,3,1,0,1,0,0,0,0,3,3,social_proof,0,1,0,0,1
ablog,w_0004,1,1,3,4,1.09004778561893,1,6.0067099755769,7.104019546222026,0.1710842741912859,0.2004940776033574,1,0.2976620092325807,0.6736497645418057,10,0,2,0,0,0,1,0,0,0,9,3,social_proof,0,0,0,0,0
ablog,w_0005,2,0,1,4,1.0889113409903248,0,205.577089701903,27.88782653139121,0.986735574458784,0.1123129367051451,1,0.7766054548380487,0.7627416024929025,7,0,2,1,0,0,0,0,0,0,14,3,social_proof,0,0,0,0,0
ablog,w_0006,1,0,1,2,1.207948976897779,0,1.4340067673430834,9.995157598101365,0.1613395132167852,0.0262171477834675,1,0.6412192150370165,0.1940739822447447,6,0,8,1,0,0,0,0,1,0,2,1,social_proof,1,1,0,1,0
ablog,w_0007,5,2,0,3,1.0180158570286084,0,82.54260888809584,11.18064152826272,3.67894911803782,0.0929791619145274,1,0.646986399055871,0.1631139200525723,8,0,1,1,0,0,0,0,0,0,10,1,social_proof,1,1,0,0,0
ablog,w_0008,4,1,0,3,0.3846412438927478,0,28.017494267539277,18.22656562137356,2.0387655541031666,0.0673602546471018,1,0.6425474260175817,0.3480301152650873,8,0,3,1,0,0,1,0,0,0,4,3,novelty,1,0,0,0,0
ablog,w_0009,4,1,2,1,0.4366047101856473,1,25.906312168102872,16.496479163025093,0.5007487602048418,0.1549334648287661,1,0.8294891554849225,0.4478080808637156,10,0,3,1,0,0,0,0,0,0,6,6,scarcity,0,1,0,0,0
ablog,w_0010,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,4,0,0,0,1,0,0,0,9,2,scarcity,1,1,0,0,0
